"station","city","datasource","pollutant","unit","date","lat","long","obs.period","concentration","station_area"
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-08-04,9.058498,38.761642,"2016/08/18 - 2021/03/31",21.375,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-08-05,9.058498,38.761642,"2016/08/18 - 2021/03/31",21.7391304347826,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-08-05,9.058498,38.761642,"2016/08/18 - 2021/03/31",24.4166666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-08-06,9.058498,38.761642,"2016/08/18 - 2021/03/31",28.3181818181818,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-08-06,9.058498,38.761642,"2016/08/18 - 2021/03/31",18.5416666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-08-07,9.058498,38.761642,"2016/08/18 - 2021/03/31",27.1666666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-08-07,9.058498,38.761642,"2016/08/18 - 2021/03/31",15.5416666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-08-08,9.058498,38.761642,"2016/08/18 - 2021/03/31",20.2272727272727,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-08-08,9.058498,38.761642,"2016/08/18 - 2021/03/31",26.6666666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-08-09,9.058498,38.761642,"2016/08/18 - 2021/03/31",15,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-08-09,9.058498,38.761642,"2016/08/18 - 2021/03/31",11,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-08-09,9.058498,38.761642,"2016/08/18 - 2021/03/31",21.8333333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-08-10,9.058498,38.761642,"2016/08/18 - 2021/03/31",26.7647058823529,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-08-10,9.058498,38.761642,"2016/08/18 - 2021/03/31",17.5416666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-08-10,9.058498,38.761642,"2016/08/18 - 2021/03/31",13,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-08-11,9.058498,38.761642,"2016/08/18 - 2021/03/31",31.1,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-08-11,9.058498,38.761642,"2016/08/18 - 2021/03/31",41.45,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-08-11,9.058498,38.761642,"2016/08/18 - 2021/03/31",16.3333333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-08-11,9.058498,38.761642,"2016/08/18 - 2021/03/31",22.1666666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-08-12,9.058498,38.761642,"2016/08/18 - 2021/03/31",26.6,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-08-12,9.058498,38.761642,"2016/08/18 - 2021/03/31",37.9166666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-08-12,9.058498,38.761642,"2016/08/18 - 2021/03/31",14.8333333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-08-12,9.058498,38.761642,"2016/08/18 - 2021/03/31",25.375,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-08-13,9.058498,38.761642,"2016/08/18 - 2021/03/31",19.9545454545455,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-08-13,9.058498,38.761642,"2016/08/18 - 2021/03/31",35.5833333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-08-13,9.058498,38.761642,"2016/08/18 - 2021/03/31",22.375,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-08-13,9.058498,38.761642,"2016/08/18 - 2021/03/31",33.9166666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-08-14,9.058498,38.761642,"2016/08/18 - 2021/03/31",21.9130434782609,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-08-14,9.058498,38.761642,"2016/08/18 - 2021/03/31",21.2,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-08-14,9.058498,38.761642,"2016/08/18 - 2021/03/31",15.125,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-08-14,9.058498,38.761642,"2016/08/18 - 2021/03/31",31.5,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-08-15,9.058498,38.761642,"2016/08/18 - 2021/03/31",23.1818181818182,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-08-15,9.058498,38.761642,"2016/08/18 - 2021/03/31",29.9090909090909,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-08-15,9.058498,38.761642,"2016/08/18 - 2021/03/31",18.9583333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-08-15,9.058498,38.761642,"2016/08/18 - 2021/03/31",37,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-08-16,9.058498,38.761642,"2016/08/18 - 2021/03/31",22.5714285714286,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-08-16,9.058498,38.761642,"2016/08/18 - 2021/03/31",44.8947368421053,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-08-16,9.058498,38.761642,"2016/08/18 - 2021/03/31",29.6666666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-08-16,9.058498,38.761642,"2016/08/18 - 2021/03/31",28.2916666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-08-17,9.058498,38.761642,"2016/08/18 - 2021/03/31",24,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-08-17,9.058498,38.761642,"2016/08/18 - 2021/03/31",23.9333333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-08-17,9.058498,38.761642,"2016/08/18 - 2021/03/31",24.5384615384615,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-08-17,9.058498,38.761642,"2016/08/18 - 2021/03/31",26.5,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-08-18,9.058498,38.761642,"2016/08/18 - 2021/03/31",7.5,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-08-18,9.058498,38.761642,"2016/08/18 - 2021/03/31",49.9523809523809,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-08-18,9.058498,38.761642,"2016/08/18 - 2021/03/31",33,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2016-08-19,9.058498,38.761642,"2016/08/18 - 2021/03/31",44.4347826086956,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-08-19,9.058498,38.761642,"2016/08/18 - 2021/03/31",33.2307692307692,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-08-19,9.058498,38.761642,"2016/08/18 - 2021/03/31",31.9375,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-08-19,9.058498,38.761642,"2016/08/18 - 2021/03/31",49.25,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-08-19,9.058498,38.761642,"2016/08/18 - 2021/03/31",37.375,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2016-08-20,9.058498,38.761642,"2016/08/18 - 2021/03/31",18.8571428571429,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-08-20,9.058498,38.761642,"2016/08/18 - 2021/03/31",19.6842105263158,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-08-20,9.058498,38.761642,"2016/08/18 - 2021/03/31",21.4,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-08-20,9.058498,38.761642,"2016/08/18 - 2021/03/31",37.4583333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-08-20,9.058498,38.761642,"2016/08/18 - 2021/03/31",34,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-08-21,9.058498,38.761642,"2016/08/18 - 2021/03/31",27.05,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-08-21,9.058498,38.761642,"2016/08/18 - 2021/03/31",22.5,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-08-21,9.058498,38.761642,"2016/08/18 - 2021/03/31",49.1666666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-08-21,9.058498,38.761642,"2016/08/18 - 2021/03/31",25.8333333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2016-08-22,9.058498,38.761642,"2016/08/18 - 2021/03/31",38.1111111111111,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-08-22,9.058498,38.761642,"2016/08/18 - 2021/03/31",30.8095238095238,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-08-22,9.058498,38.761642,"2016/08/18 - 2021/03/31",39.1428571428571,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-08-22,9.058498,38.761642,"2016/08/18 - 2021/03/31",48.875,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-08-22,9.058498,38.761642,"2016/08/18 - 2021/03/31",18.625,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2016-08-23,9.058498,38.761642,"2016/08/18 - 2021/03/31",42.6363636363636,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-08-23,9.058498,38.761642,"2016/08/18 - 2021/03/31",35.375,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-08-23,9.058498,38.761642,"2016/08/18 - 2021/03/31",26.7272727272727,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-08-23,9.058498,38.761642,"2016/08/18 - 2021/03/31",35.75,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-08-23,9.058498,38.761642,"2016/08/18 - 2021/03/31",15.5,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2016-08-24,9.058498,38.761642,"2016/08/18 - 2021/03/31",33.6818181818182,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-08-24,9.058498,38.761642,"2016/08/18 - 2021/03/31",21.1904761904762,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-08-24,9.058498,38.761642,"2016/08/18 - 2021/03/31",24.695652173913,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-08-24,9.058498,38.761642,"2016/08/18 - 2021/03/31",34.6666666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2016-08-25,9.058498,38.761642,"2016/08/18 - 2021/03/31",43.5,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-08-25,9.058498,38.761642,"2016/08/18 - 2021/03/31",15.8181818181818,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-08-25,9.058498,38.761642,"2016/08/18 - 2021/03/31",25.6363636363636,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-08-25,9.058498,38.761642,"2016/08/18 - 2021/03/31",17.125,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-08-25,9.058498,38.761642,"2016/08/18 - 2021/03/31",26.0769230769231,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2016-08-26,9.058498,38.761642,"2016/08/18 - 2021/03/31",28.2916666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-08-26,9.058498,38.761642,"2016/08/18 - 2021/03/31",25,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-08-26,9.058498,38.761642,"2016/08/18 - 2021/03/31",17.3478260869565,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-08-26,9.058498,38.761642,"2016/08/18 - 2021/03/31",27.2916666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2016-08-27,9.058498,38.761642,"2016/08/18 - 2021/03/31",29.7368421052632,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-08-27,9.058498,38.761642,"2016/08/18 - 2021/03/31",22.9090909090909,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-08-27,9.058498,38.761642,"2016/08/18 - 2021/03/31",18.125,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-08-27,9.058498,38.761642,"2016/08/18 - 2021/03/31",22.2083333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2016-08-28,9.058498,38.761642,"2016/08/18 - 2021/03/31",40,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-08-28,9.058498,38.761642,"2016/08/18 - 2021/03/31",28.9166666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-08-28,9.058498,38.761642,"2016/08/18 - 2021/03/31",24.5833333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-08-28,9.058498,38.761642,"2016/08/18 - 2021/03/31",28.5,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2016-08-29,9.058498,38.761642,"2016/08/18 - 2021/03/31",31.5454545454545,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-08-29,9.058498,38.761642,"2016/08/18 - 2021/03/31",23.3478260869565,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-08-29,9.058498,38.761642,"2016/08/18 - 2021/03/31",28.2916666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-08-29,9.058498,38.761642,"2016/08/18 - 2021/03/31",17.1666666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2016-08-30,9.058498,38.761642,"2016/08/18 - 2021/03/31",33.1578947368421,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-08-30,9.058498,38.761642,"2016/08/18 - 2021/03/31",29.4210526315789,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-08-30,9.058498,38.761642,"2016/08/18 - 2021/03/31",30.125,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-08-30,9.058498,38.761642,"2016/08/18 - 2021/03/31",23.5833333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2016-08-31,9.058498,38.761642,"2016/08/18 - 2021/03/31",29,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-08-31,9.058498,38.761642,"2016/08/18 - 2021/03/31",30,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-08-31,9.058498,38.761642,"2016/08/18 - 2021/03/31",26.1739130434783,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-08-31,9.058498,38.761642,"2016/08/18 - 2021/03/31",29.9166666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-08-31,9.058498,38.761642,"2016/08/18 - 2021/03/31",27.5833333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2016-09-01,9.058498,38.761642,"2016/08/18 - 2021/03/31",46.75,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-09-01,9.058498,38.761642,"2016/08/18 - 2021/03/31",40.6190476190476,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-09-01,9.058498,38.761642,"2016/08/18 - 2021/03/31",41.75,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-09-01,9.058498,38.761642,"2016/08/18 - 2021/03/31",30.9583333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-09-01,9.058498,38.761642,"2016/08/18 - 2021/03/31",30.5416666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2016-09-02,9.058498,38.761642,"2016/08/18 - 2021/03/31",43.5833333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-09-02,9.058498,38.761642,"2016/08/18 - 2021/03/31",35.0869565217391,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-09-02,9.058498,38.761642,"2016/08/18 - 2021/03/31",28.8636363636364,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-09-02,9.058498,38.761642,"2016/08/18 - 2021/03/31",20.7916666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-09-02,9.058498,38.761642,"2016/08/18 - 2021/03/31",26.7916666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2016-09-03,9.058498,38.761642,"2016/08/18 - 2021/03/31",45.25,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-09-03,9.058498,38.761642,"2016/08/18 - 2021/03/31",35.304347826087,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-09-03,9.058498,38.761642,"2016/08/18 - 2021/03/31",24.9444444444444,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-09-03,9.058498,38.761642,"2016/08/18 - 2021/03/31",21.0833333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-09-03,9.058498,38.761642,"2016/08/18 - 2021/03/31",27.0833333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2016-09-04,9.058498,38.761642,"2016/08/18 - 2021/03/31",22.2083333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-09-04,9.058498,38.761642,"2016/08/18 - 2021/03/31",42.2857142857143,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-09-04,9.058498,38.761642,"2016/08/18 - 2021/03/31",16.5454545454545,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-09-04,9.058498,38.761642,"2016/08/18 - 2021/03/31",20.875,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-09-04,9.058498,38.761642,"2016/08/18 - 2021/03/31",30.875,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2016-09-05,9.058498,38.761642,"2016/08/18 - 2021/03/31",18.35,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-09-05,9.058498,38.761642,"2016/08/18 - 2021/03/31",29.5,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-09-05,9.058498,38.761642,"2016/08/18 - 2021/03/31",17.85,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-09-05,9.058498,38.761642,"2016/08/18 - 2021/03/31",25.2083333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-09-05,9.058498,38.761642,"2016/08/18 - 2021/03/31",32.4583333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2016-09-06,9.058498,38.761642,"2016/08/18 - 2021/03/31",26.1818181818182,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-09-06,9.058498,38.761642,"2016/08/18 - 2021/03/31",24,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-09-06,9.058498,38.761642,"2016/08/18 - 2021/03/31",15.8181818181818,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-09-06,9.058498,38.761642,"2016/08/18 - 2021/03/31",37.9583333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-09-06,9.058498,38.761642,"2016/08/18 - 2021/03/31",29.125,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2016-09-07,9.058498,38.761642,"2016/08/18 - 2021/03/31",28.2608695652174,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-09-07,9.058498,38.761642,"2016/08/18 - 2021/03/31",28.9583333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-09-07,9.058498,38.761642,"2016/08/18 - 2021/03/31",15.6521739130435,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-09-07,9.058498,38.761642,"2016/08/18 - 2021/03/31",30.5833333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-09-07,9.058498,38.761642,"2016/08/18 - 2021/03/31",35.9166666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2016-09-08,9.058498,38.761642,"2016/08/18 - 2021/03/31",40.304347826087,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-09-08,9.058498,38.761642,"2016/08/18 - 2021/03/31",38.0416666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-09-08,9.058498,38.761642,"2016/08/18 - 2021/03/31",11,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-09-08,9.058498,38.761642,"2016/08/18 - 2021/03/31",31.7916666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-09-08,9.058498,38.761642,"2016/08/18 - 2021/03/31",33.0416666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2016-09-09,9.058498,38.761642,"2016/08/18 - 2021/03/31",27.9090909090909,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-09-09,9.058498,38.761642,"2016/08/18 - 2021/03/31",34.4761904761905,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-09-09,9.058498,38.761642,"2016/08/18 - 2021/03/31",34.1666666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-09-09,9.058498,38.761642,"2016/08/18 - 2021/03/31",26.7916666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2016-09-10,9.058498,38.761642,"2016/08/18 - 2021/03/31",42.125,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-09-10,9.058498,38.761642,"2016/08/18 - 2021/03/31",123,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-09-10,9.058498,38.761642,"2016/08/18 - 2021/03/31",23.5416666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-09-10,9.058498,38.761642,"2016/08/18 - 2021/03/31",37.625,NA
