city,station,lat,long,obs.period,date,pollutant,concentration,unit,datasource,station_area
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-08-03,PM2.5,23.333333333333332,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-08-04,PM2.5,18.375,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-08-05,PM2.5,15.041666666666666,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-08-06,PM2.5,17.708333333333332,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-08-07,PM2.5,20.625,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-08-08,PM2.5,24.5,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-08-09,PM2.5,25,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-08-10,PM2.5,23.666666666666668,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-08-11,PM2.5,22.125,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-08-12,PM2.5,19.875,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-08-13,PM2.5,26.583333333333332,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-08-14,PM2.5,21.791666666666668,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-08-15,PM2.5,23.25,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-08-16,PM2.5,22.75,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-08-17,PM2.5,25.625,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-08-18,PM2.5,24.375,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-08-19,PM2.5,22.916666666666668,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-08-20,PM2.5,21.75,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-08-21,PM2.5,22.208333333333332,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-08-22,PM2.5,20.958333333333332,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-08-23,PM2.5,16.333333333333332,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-08-24,PM2.5,21.083333333333332,ug/m3,OpenAQ,NA
